_RAJ2000|_DEJ2000|Name|Morph|LAS|RAJ2000|DEJ2000|z|BA|CBA|EBA|Asym
deg|deg| | |arcmin|deg|deg| |deg|deg|deg|
-----------|-----------|----------------|-|------|---------|---------|-------|-----|-----|-----|-----
244.8951200|+59.3925600|J161934.8+592333|2| 0.551|244.89512|+59.39256| 0.6157| 10.1|  7.6|  1.9| 1.73
244.9366400|+53.5832900|J161944.7+533500|2| 0.390|244.93664|+53.58329| 0.4741| 15.1|  9.1|  5.5| 0.95
244.9415700|+52.5537600|J161945.9+523313|2| 0.492|244.94157|+52.55376| 0.0447|  0.4|  0.3| -7.3| 1.03
244.9711300|+57.8048000|J161953.0+574817|2| 0.249|244.97113|+57.80480| 0.3389|  2.0|  1.0| -7.2| 0.75
244.9718100|+58.9496800|J161953.2+585658|2| 0.762|244.97181|+58.94968| 0.3969|  5.6|  5.6| -4.7| 1.33
245.0481700|+26.8056000|J162011.5+264820|2| 0.597|245.04817|+26.80560| 0.5760| 17.8| 14.2| 12.2| 0.91
245.0532800|+21.2302500|J162012.8+211346|2| 0.275|245.05328|+21.23025| 0.5345|  9.4|  4.9| -5.5| 1.64
245.1391400|+24.6098500|J162033.3+243636|2| 0.723|245.13914|+24.60985| 0.1783| 11.9| 11.2|  8.5| 0.73
245.2294000|+07.9586800|J162055.0+075731|2| 0.579|245.22940|+07.95868| 0.4734|  3.2|  2.5| -6.9| 0.90
245.2470800|+07.8670000|J162059.3+075201|2| 0.186|245.24708|+07.86700| 0.2265| 49.5| 22.8| 21.6| 1.17
245.3090500|+16.7410100|J162114.1+164427|2| 0.635|245.30905|+16.74101| 0.3308| 11.5|  9.7|  6.3| 1.43
245.3404700|+47.9840100|J162121.6+475901|2| 0.646|245.34047|+47.98401| 0.5910|  1.4|  1.2| -7.2| 1.21
245.3928600|+32.1548400|J162134.2+320917|2| 0.214|245.39286|+32.15484| 0.5183| 18.5|  8.8|  5.0| 1.02
245.4117700|+14.1764100|J162138.8+141034|3| 0.716|245.41177|+14.17641| 0.6324|  1.2|  1.1| -7.2| 0.80
245.4413600|+55.8300700|J162145.9+554948|2| 0.489|245.44136|+55.83007| 0.2700|  5.8|  4.0| -6.1| 0.85
245.5213700|+34.3034500|J162205.1+341812|2| 0.746|245.52137|+34.30345| 0.3615|  3.1|  3.0| -6.6| 1.51
245.5451800|+38.8315000|J162210.8+384953|2| 0.404|245.54518|+38.83150| 0.4787| 13.4|  8.2|  3.8| 0.94
245.5739200|+51.3029600|J162217.7+511811|3| 0.492|245.57392|+51.30296| 0.6520| 69.2| 47.9| 47.3| 0.68
245.6068500|+14.6866800|J162225.7+144111|2| 0.249|245.60685|+14.68668| 0.4434|  3.8|  1.9| -7.1| 0.93
245.6146300|+13.9792600|J162227.3+135846|2| 0.376|245.61463|+13.97926| 0.4573| 23.1| 13.7| 11.6| 0.91
245.6202200|+26.7828200|J162228.8+264657|2| 0.991|245.62022|+26.78282| 0.2206| 38.0| 51.2| 50.2| 1.60
245.6390400|+13.8483800|J162233.3+135054|2| 0.481|245.63904|+13.84838| 0.6476|  3.8|  2.6| -6.8| 0.84
245.6892900|+07.1207500|J162245.4+070714|2| 0.903|245.68929|+07.12075| 0.5968|  6.3|  7.6|  1.9| 1.08
245.7078700|+18.8669000|J162249.7+185200|2| 0.578|245.70787|+18.86690| 0.5331|  2.6|  2.0| -7.0| 1.20
245.7293600|+45.9207600|J162255.0+455514|3| 0.407|245.72936|+45.92076| 0.2582|166.8|103.0|102.8| 1.63
245.7730400|+28.6510700|J162305.5+283903|2| 0.321|245.77304|+28.65107| 0.7411| 48.3| 26.6| 25.6| 1.02
245.7963400|+52.3593000|J162311.1+522133|3| 0.483|245.79634|+52.35930| 0.2356| 73.3| 50.2| 49.6| 0.83
245.8474400|+43.5757000|J162323.3+433432|2| 0.629|245.84744|+43.57570| 0.7220|  1.9|  1.6| -7.1| 1.12
245.8698000|+23.0610800|J162328.6+230340|2| 0.646|245.86980|+23.06108| 0.3525|  5.9|  5.0| -5.3| 1.36
245.9651600|+27.3173800|J162351.6+271902|2| 0.610|245.96516|+27.31738| 0.3025|  3.9|  3.2| -6.6| 0.73
246.0553200|+51.6595400|J162413.2+513934|2| 0.970|246.05532|+51.65954| 0.4624|  0.5|  0.6| -7.3| 1.23
246.0728100|+62.7152800|J162417.4+624255|2| 0.857|246.07281|+62.71528| 0.5934|  5.8|  6.5| -3.3| 0.82
246.1696400|+23.6518700|J162440.6+233906|2| 0.264|246.16964|+23.65187| 0.6387| 52.7| 26.9| 25.9| 0.53
246.2525000|+55.8384600|J162500.6+555018|2| 0.501|246.25250|+55.83846| 0.2078|154.8|108.5|108.3| 5.03
246.2767400|+11.9393800|J162506.5+115622|2| 0.349|246.27674|+11.93938| 0.4035| 27.3| 15.6| 13.8| 1.49
246.3204100|+26.8762200|J162516.9+265232|2| 0.930|246.32041|+26.87622| 0.4239|  7.1|  8.8|  4.9| 1.02
246.3697500|+17.2626400|J162528.7+171545|2| 0.908|246.36975|+17.26264| 0.5983|  1.3|  1.6| -7.1| 0.81
246.3848900|+30.4443800|J162532.3+302639|3| 0.971|246.38489|+30.44438| 0.5115| 39.9| 52.4| 51.9| 1.52
246.4388800|+27.7366400|J162545.3+274411|2| 0.266|246.43888|+27.73664| 0.4425| 12.7|  6.5| -3.3| 0.83
246.7262200|+48.4608400|J162654.2+482739|2| 0.625|246.72622|+48.46084| 0.4650|  1.0|  0.9| -7.3| 0.91
246.7486600|+28.5333000|J162659.7+283200|2| 0.619|246.74866|+28.53330| 0.5261| 32.3| 26.5| 25.5| 1.02
246.7620400|+50.6984600|J162702.8+504154|3| 0.855|246.76204|+50.69846| 0.4986|  0.1|  0.1| -7.3| 0.93
246.8047600|+43.5375300|J162713.1+433214|2| 0.352|246.80476|+43.53753| 0.5028| 45.0| 25.8| 24.7| 1.20
246.9511000|+29.6786000|J162748.2+294043|2| 0.514|246.95110|+29.67860| 0.5306| 22.1| 15.8| 14.0| 0.83
247.1570100|+28.1655800|J162837.6+280954|2| 0.851|247.15701|+28.16558| 0.5592|  8.0|  9.0|  5.2| 1.39
247.1731700|+59.1148900|J162841.6+590653|2| 0.601|247.17317|+59.11489| 0.3753|  6.8|  5.4| -4.9| 0.77
247.1909800|+56.4426600|J162845.8+562633|3| 0.454|247.19098|+56.44266| 0.3374|  3.3|  2.2| -7.0| 1.03
247.2136400|+45.8718100|J162851.2+455218|2| 0.611|247.21364|+45.87181| 0.6752|  9.8|  7.9|  3.1| 1.88
247.3427200|+14.3047200|J162922.2+141817|2| 0.235|247.34272|+14.30472| 0.6726|  7.7|  3.8| -6.2| 0.98
247.5102100|+54.3595300|J163002.4+542134|3| 0.576|247.51021|+54.35953| 0.2893|  9.9|  7.7|  2.3| 0.94
247.5141200|+51.8114200|J163003.3+514841|2| 0.517|247.51412|+51.81142| 0.5162|  3.8|  2.7| -6.8| 1.00
247.5319800|+39.3740300|J163007.6+392226|2| 1.048|247.53198|+39.37403| 0.3650| 16.7| 24.3| 23.1| 0.98
247.5594100|+37.3382700|J163014.2+372017|3| 0.383|247.55941|+37.33827| 0.2709|173.3|103.7|103.5| 1.83
247.6061400|+46.9323800|J163025.4+465556|3| 0.604|247.60614|+46.93238| 0.3953| 19.9| 16.0| 14.3| 1.13
247.6167800|+26.1255200|J163028.0+260731|2| 0.750|247.61678|+26.12552| 0.7456|  7.8|  7.7|  2.2| 1.11
247.7675600|+15.9608700|J163104.2+155739|2| 0.376|247.76756|+15.96087| 0.6816|  0.1|  0.0| -7.3| 2.23
247.7925400|+37.4833200|J163110.2+372900|2| 0.425|247.79254|+37.48332| 0.5258| 14.2|  9.0|  5.2| 0.94
247.8995600|+21.6858900|J163135.8+214109|2| 0.637|247.89956|+21.68589| 0.1822| 55.4| 46.6| 45.8| 0.76
247.9451000|+06.2215800|J163146.8+061316|2| 0.400|247.94510|+06.22158| 0.0975|174.1|106.5|106.3| 0.26
248.0118300|+45.6579600|J163202.8+453929|2| 0.516|248.01183|+45.65796| 0.2685| 51.5| 36.9| 36.1| 0.34
248.1162400|+27.1085900|J163227.8+270630|2| 0.549|248.11624|+27.10859| 0.4755|  4.2|  3.1| -6.6| 0.96
248.1320000|+28.2123200|J163231.6+281244|3| 0.696|248.13200|+28.21232| 0.5400|  4.1|  3.7| -6.3| 1.15
248.1744200|+46.8632800|J163241.8+465147|2| 0.941|248.17442|+46.86328| 0.5302| 21.5| 27.2| 26.2| 0.39
248.2662900|+20.2002500|J163303.9+201200|2| 0.709|248.26629|+20.20025| 0.4100|  1.9|  1.8| -7.1| 1.10
248.2675000|+34.4551000|J163304.2+342718|2| 0.718|248.26750|+34.45510| 0.3643|  5.3|  5.0| -5.3| 1.12
248.2786200|+17.7513400|J163306.8+174505|2| 0.397|248.27862|+17.75134| 0.1663| 10.8|  6.6| -3.1| 1.87
248.2953200|+36.1261200|J163310.8+360734|2| 0.624|248.29532|+36.12612| 0.1648|  6.4|  5.3| -5.0| 0.74
248.3588900|+12.9686900|J163326.1+125807|2| 0.285|248.35889|+12.96869| 0.6603|  4.6|  2.4| -6.9| 1.03
248.3606000|+40.4355400|J163326.5+402608|2| 0.416|248.36060|+40.43554| 0.4230|  1.4|  0.9| -7.3| 1.35
248.3853400|+17.4286600|J163332.4+172543|2| 0.518|248.38534|+17.42866| 0.4473| 11.2|  8.0|  3.2| 1.10
248.4476600|+51.8060900|J163347.4+514821|3| 0.782|248.44766|+51.80609| 0.2941| 34.4| 35.1| 34.4| 0.96
248.4629800|+17.1817700|J163351.1+171054|2| 0.459|248.46298|+17.18177| 0.3513| 34.6| 22.9| 21.7| 0.18
248.5207400|+37.4883300|J163404.9+372918|2| 0.496|248.52074|+37.48833| 0.1637| 16.8| 11.7|  9.1| 0.94
248.5242600|+14.6021300|J163405.8+143607|2| 0.400|248.52426|+14.60213| 0.6299|  3.0|  1.8| -7.1| 1.18
248.5800700|+29.8456600|J163419.3+295046|2| 0.580|248.58007|+29.84566| 0.3807|  5.1|  3.9| -6.2| 1.18
248.6009600|+34.2620700|J163424.2+341543|2| 0.989|248.60096|+34.26207| 0.4988|  0.7|  0.9| -7.2| 1.13
248.6305000|+11.0593000|J163431.2+110335|2| 0.345|248.63050|+11.05930| 0.6579| 34.0| 19.4| 17.9| 1.32
248.6789200|+41.7384500|J163442.9+414418|2| 0.527|248.67892|+41.73845| 0.2442| 15.1| 11.0|  8.2| 0.79
248.7219600|+13.7694900|J163453.2+134610|2| 0.506|248.72196|+13.76949| 0.2251|  1.1|  0.8| -7.3| 1.13
248.7858600|+42.8000600|J163508.6+424800|3| 0.802|248.78586|+42.80006| 0.2287|  1.5|  1.5| -7.1| 1.01
248.8212100|+20.3468200|J163517.0+202048|3| 0.963|248.82121|+20.34682| 0.1500|  1.7|  2.2| -6.9| 0.82
248.8828700|+54.1129900|J163531.8+540646|2| 0.502|248.88287|+54.11299| 0.3643|  7.4|  5.2| -5.1| 1.02
248.9114500|+50.3176800|J163538.8+501903|2| 0.632|248.91145|+50.31768| 0.4201| 21.4| 17.8| 16.2| 0.92
249.1374600|+10.5355700|J163632.9+103207|2| 0.521|249.13746|+10.53557| 0.6051|  7.4|  5.3| -5.0| 1.58
249.1520900|+26.8025600|J163636.4+264809|2| 1.004|249.15209|+26.80256| 0.5615|  0.3|  0.4| -7.3| 1.22
249.1831900|+44.1979400|J163643.9+441152|2| 0.726|249.18319|+44.19794| 0.6328| 26.9| 25.4| 24.3| 0.96
249.2267100|+32.3351500|J163654.4+322006|2| 0.630|249.22671|+32.33515| 0.7578|  0.4|  0.3| -7.3| 2.05
249.4839800|+11.8305400|J163756.1+114949|2| 0.400|249.48398|+11.83054| 0.6536|  4.6|  2.8| -6.8| 1.36
249.5502000|+42.7578200|J163812.0+424529|2| 0.909|249.55020|+42.75782| 0.6004| 14.5| 17.6| 16.0| 1.18
249.6937200|+42.5608300|J163846.4+423339|2| 0.575|249.69372|+42.56083| 0.6999|  2.8|  2.2| -7.0| 0.83
249.7709100|+45.9031800|J163904.9+455411|2| 0.762|249.77091|+45.90318| 0.5046|  7.4|  7.3|  0.3| 0.64
249.8280800|+31.8668100|J163918.6+315159|2| 0.397|249.82808|+31.86681| 0.5932| 14.7|  8.9|  5.2| 0.91
249.8456000|+14.1009900|J163922.9+140603|2| 0.526|249.84560|+14.10099| 0.6378|  1.6|  1.2| -7.2| 0.86
249.9893400|+31.1050700|J163957.4+310618|2| 0.338|249.98934|+31.10507| 0.3332|  6.1|  3.4| -6.5| 1.04
250.1442900|+41.4076400|J164034.6+412427|2| 0.526|250.14429|+41.40764| 0.4505| 16.8| 12.2|  9.7| 0.78
250.1562600|+14.4262400|J164037.5+142534|2| 0.365|250.15626|+14.42624| 0.3358|  0.1|  0.1| -7.3| 1.04
250.1572200|+43.6410900|J164037.8+433826|2| 0.285|250.15722|+43.64109| 0.7136| 14.9|  7.8|  2.7| 1.22
250.1625200|+13.1495700|J164039.0+130857|2| 0.632|250.16252|+13.14957| 0.6317|  0.3|  0.3| -7.3| 1.34
250.2294900|+42.3152100|J164054.7+421854|2| 0.484|250.22949|+42.31521| 0.6699| 22.2| 15.2| 13.3| 1.18
250.2873800|+10.0787800|J164109.0+100443|2| 0.987|250.28738|+10.07878| 0.2649| 10.9| 14.6| 12.7| 1.00
250.4514800|+26.0753900|J164148.3+260431|2| 0.562|250.45148|+26.07539| 0.3779|  7.9|  6.0| -4.1| 1.49
250.4663200|+48.3928900|J164151.9+482336|2| 0.437|250.46632|+48.39289| 0.7360| 74.5| 47.9| 47.4| 1.51
250.4983900|+42.7506300|J164159.6+424502|2| 0.555|250.49839|+42.75063| 0.6170|  1.6|  1.2| -7.2| 0.87
250.8189300|+31.8915500|J164316.5+315329|2| 0.454|250.81893|+31.89155| 0.1370| 25.8| 17.0| 15.3| 0.80
250.8828100|+13.3357500|J164331.8+132007|2| 0.623|250.88281|+13.33575| 0.5749| 12.6| 10.4|  7.3| 0.55
251.0611400|+16.4998100|J164414.6+162959|2| 0.558|251.06114|+16.49981| 0.2364| 20.9| 15.8| 14.0| 1.39
251.0897200|+11.5736500|J164421.5+113425|2| 0.835|251.08972|+11.57365| 0.6388|  5.7|  6.2| -3.8| 1.37
251.0958800|+15.2580800|J164423.0+151529|2| 0.748|251.09588|+15.25808| 0.2454| 13.9| 13.5| 11.3| 0.99
251.1399500|+18.7159000|J164433.6+184256|3| 0.907|251.13995|+18.71590| 0.4414| 10.8| 13.1| 10.8| 1.16
251.1889200|+18.4788300|J164445.4+182839|2| 0.296|251.18892|+18.47883| 0.4211|  6.4|  3.4| -6.5| 0.62
251.2794500|+34.8832200|J164507.0+345259|2| 0.928|251.27945|+34.88322| 0.4880|  1.9|  2.4| -6.9| 0.65
251.2830300|+44.2069600|J164507.9+441225|2| 0.358|251.28303|+44.20696| 0.3430|  9.9|  5.7| -4.6| 1.42
251.4362200|+37.9239100|J164544.6+375526|3| 0.652|251.43622|+37.92391| 0.6021|  7.3|  6.3| -3.7| 0.91
251.4401600|+46.1176500|J164545.6+460703|2| 0.610|251.44016|+46.11765| 0.4508|  1.7|  1.4| -7.1| 0.93
251.4694900|+23.4753700|J164552.6+232830|2| 1.124|251.46949|+23.47537| 0.5522|  7.0| 11.3|  8.6| 0.86
251.5575000|+28.9691600|J164613.8+285808|2| 0.729|251.55750|+28.96916| 0.3695|  4.2|  4.0| -6.1| 1.15
251.5818600|+47.1829700|J164619.5+471058|2| 0.426|251.58186|+47.18297| 0.2717|  1.9|  1.2| -7.2| 0.92
251.6184100|+38.5211200|J164628.4+383115|2| 0.960|251.61841|+38.52112| 0.1075|  4.4|  5.7| -4.6| 1.01
251.6309400|+21.9823900|J164631.4+215856|2| 0.754|251.63094|+21.98239| 0.3172|  7.2|  7.0| -2.0| 0.92
251.7479600|+43.9922000|J164659.4+435932|2| 0.507|251.74796|+43.99220| 0.4487| 14.9| 10.5|  7.5| 0.78
251.7557700|+30.7241100|J164701.3+304325|2| 0.306|251.75577|+30.72411| 0.3967| 52.5| 28.3| 27.4| 1.32
251.7647500|+33.4513800|J164703.5+332704|2| 0.318|251.76475|+33.45138| 0.6159| 30.7| 16.8| 15.1| 1.15
251.8240500|+38.7717900|J164717.7+384618|2| 0.733|251.82405|+38.77179| 0.6146| 20.3| 19.4| 18.0| 2.51
251.8315200|+62.3582600|J164719.5+622129|2| 0.509|251.83152|+62.35826| 0.4078| 28.8| 20.4| 19.1| 0.79
251.9182200|+43.2133500|J164740.4+431247|2| 0.677|251.91822|+43.21335| 0.6746|  1.6|  1.4| -7.2| 0.92
251.9369200|+42.4773900|J164744.8+422838|2| 0.367|251.93692|+42.47739| 0.2901|  2.1|  1.3| -7.2| 1.21
252.0982200|+32.8447200|J164823.5+325040|2| 0.563|252.09822|+32.84472| 0.5860| 37.9| 28.8| 27.9| 1.44
252.2352600|+34.6495300|J164856.3+343856|2| 0.841|252.23526|+34.64953| 0.5485| 81.9| 90.4| 90.1| 0.19
252.3119800|+13.6622400|J164914.8+133944|2| 0.458|252.31198|+13.66224| 0.5580| 18.1| 11.9|  9.4| 1.03
252.3153500|+13.1229900|J164915.6+130722|2| 0.633|252.31535|+13.12299| 0.3579| 93.7| 78.3| 77.6| 0.85
252.3500500|+26.5840500|J164924.0+263502|3| 0.894|252.35005|+26.58405| 0.0545|  3.2|  3.7| -6.3| 1.07
252.4163200|+45.2049700|J164939.9+451217|2| 0.873|252.41632|+45.20497| 0.1779|  1.2|  1.4| -7.2| 0.95
252.4531000|+16.8630900|J164948.7+165148|2| 0.650|252.45310|+16.86309| 0.4438|  3.4|  2.9| -6.7| 1.60
252.4629300|+20.5133200|J164951.1+203047|2| 0.363|252.46293|+20.51332| 0.6671|  2.2|  1.3| -7.2| 1.07
252.5413900|+32.3369200|J165009.8+322011|2| 0.382|252.54139|+32.33692| 0.2519|  8.2|  4.9| -5.4| 0.73
252.5603900|+33.4033800|J165014.4+332413|2| 1.222|252.56039|+33.40338| 0.5810|  2.4|  4.4| -5.8| 1.09
252.5902400|+45.2184000|J165021.6+451306|2| 1.071|252.59024|+45.21840| 0.6058|  5.5|  8.2|  3.7| 1.36
252.5899400|+52.3975800|J165021.6+522351|2| 1.281|252.58994|+52.39758| 0.6695|  5.2| 10.3|  7.3| 1.56
252.6157800|+48.5048800|J165027.8+483017|2| 0.955|252.61578|+48.50488| 0.6331| 10.3| 13.3| 11.1| 1.06
252.6321400|+51.7815500|J165031.6+514653|2| 0.288|252.63214|+51.78155| 0.4738| 10.1|  5.3| -5.0| 0.83
252.6725900|+42.7134600|J165041.4+424248|2| 0.385|252.67259|+42.71346| 0.6788| 54.0| 32.4| 31.6| 1.17
252.6872300|+20.1526000|J165045.0+200909|2| 1.140|252.68723|+20.15260| 0.7207|  2.6|  4.3| -5.9| 0.86
252.7095300|+30.8563200|J165050.2+305121|2| 0.228|252.70953|+30.85632| 0.3165| 72.0| 35.0| 34.2| 1.15
252.7493000|+19.0194500|J165059.8+190109|3| 0.631|252.74930|+19.01945| 0.3204| 94.1| 78.4| 77.7| 0.88
252.7523700|+29.9432900|J165100.5+295633|2| 0.722|252.75237|+29.94329| 0.3995| 33.2| 31.2| 30.4| 2.85
252.7599000|+34.2861600|J165102.3+341710|2| 0.776|252.75990|+34.28616| 0.4820|  2.2|  2.2| -7.0| 0.97
252.8239800|+50.7919400|J165117.8+504731|3| 0.691|252.82398|+50.79194| 0.4046| 17.1| 15.5| 13.7| 1.02
253.1006800|+23.9039300|J165224.1+235415|2| 0.247|253.10068|+23.90393| 0.5865| 10.5|  5.2| -5.1| 1.05
253.2858400|+46.2538100|J165308.6+461514|2| 0.488|253.28584|+46.25381| 0.3657|  4.2|  2.9| -6.7| 0.98
253.4719300|+50.5518800|J165353.3+503307|2| 0.268|253.47193|+50.55188| 0.6746| 18.2|  9.4|  5.9| 1.42
253.4905500|+44.2736000|J165357.6+441626|2| 0.808|253.49055|+44.27360| 0.2549|  8.2|  8.7|  4.7| 1.72
253.5229800|+45.5171000|J165405.5+453101|2| 0.347|253.52298|+45.51710| 0.5852| 10.5|  6.0| -4.2| 1.22
253.5802200|+25.9772100|J165419.2+255838|2| 0.809|253.58022|+25.97721| 0.4767| 16.7| 17.7| 16.1| 0.71
253.6006000|+47.1040800|J165424.3+470612|2| 0.532|253.60060|+47.10408| 0.7528|  8.2|  6.0| -4.2| 0.93
253.6057900|+44.4016600|J165425.4+442406|2| 0.654|253.60579|+44.40166| 0.4886|  2.2|  1.9| -7.1| 1.18
253.6516300|+22.6730100|J165436.3+224022|2| 0.771|253.65163|+22.67301| 0.4906|  0.7|  0.7| -7.3| 1.23
253.7845200|+22.7666400|J165508.2+224601|2| 0.488|253.78452|+22.76664| 0.7197| 28.9| 19.9| 18.5| 1.00
253.7992400|+38.7093500|J165511.8+384233|2| 0.650|253.79924|+38.70935| 0.4835| 11.0|  9.4|  5.9| 1.98
253.8657900|+43.8219600|J165527.7+434919|3| 0.819|253.86579|+43.82196| 0.3454| 11.8| 12.7| 10.3| 1.09
253.9230200|+25.0050500|J165541.4+250019|2| 0.524|253.92302|+25.00505| 0.5201|  9.4|  6.8| -2.7| 0.83
253.9535900|+61.6885900|J165548.8+614118|2| 0.614|253.95359|+61.68859| 0.3838| 45.0| 36.7| 35.8| 0.97
254.0268100|+30.7823100|J165606.4+304656|2| 0.543|254.02681|+30.78231| 0.5492| 17.7| 13.1| 10.9| 0.93
254.0457400|+42.3308400|J165611.0+421952|2| 0.408|254.04574|+42.33084| 0.3496| 16.4| 10.1|  7.0| 1.21
254.0781800|+25.4761600|J165618.7+252834|3| 1.000|254.07818|+25.47616| 0.6886|  2.4|  3.3| -6.5| 0.75
254.0856500|+29.4718300|J165620.5+292818|2| 0.188|254.08565|+29.47183| 0.3144|  8.9|  4.1| -6.0| 1.00
254.1642300|+63.2840100|J165639.5+631701|3| 0.724|254.16423|+63.28401| 0.3850|128.2|121.0|120.1| 0.91
254.1770200|+40.8899800|J165642.4+405323|3| 0.518|254.17702|+40.88998| 0.5817| 15.4| 11.1|  8.3| 1.22
254.1788800|+47.4129900|J165642.9+472446|2| 0.566|254.17888|+47.41299| 0.4988| 12.6|  9.7|  6.3| 0.45
254.1846600|+32.7227300|J165644.4+324322|2| 0.453|254.18466|+32.72273| 0.1467| 10.6|  6.9| -2.2| 1.22
254.2499000|+47.8030700|J165659.8+474811|2| 0.481|254.24990|+47.80307| 0.4813| 22.2| 15.1| 13.2| 0.68
254.3925900|+16.9310400|J165734.2+165551|3| 0.871|254.39259|+16.93104| 0.3237|  3.4|  3.9| -6.2| 1.03
254.5218900|+20.2837200|J165805.2+201701|2| 0.582|254.52189|+20.28372| 0.5462|  7.2|  5.6| -4.7| 0.97
254.5686000|+41.6835500|J165816.4+414100|2| 0.955|254.56860|+41.68355| 0.2247|  0.2|  0.2| -7.3| 0.91
254.6564700|+26.1137500|J165837.4+260650|2| 0.884|254.65647|+26.11375| 0.3350| 16.3| 19.1| 17.6| 0.94
254.6924500|+37.6186500|J165846.1+373707|2| 0.516|254.69245|+37.61865| 0.6233| 24.8| 17.8| 16.1| 1.05
254.8427600|+27.1466800|J165922.3+270847|2| 0.760|254.84276|+27.14668| 0.3336| 14.0| 13.9| 11.8| 0.89
254.8704100|+43.9544900|J165928.9+435716|2| 0.341|254.87041|+43.95449| 0.6408|  1.2|  0.7| -7.3| 0.90
254.9259200|+18.1211500|J165942.2+180716|2| 0.482|254.92592|+18.12115| 0.5971|  4.6|  3.2| -6.6| 1.36
254.9522900|+34.2830700|J165948.5+341656|2| 0.318|254.95229|+34.28307| 0.6223| 32.3| 17.7| 16.2| 1.15
254.9700600|+26.0440900|J165952.8+260238|2| 0.681|254.97006|+26.04409| 0.4723|  2.8|  2.5| -6.9| 0.74
255.0023700|+23.2244100|J170000.5+231326|2| 0.313|255.00237|+23.22441| 0.1451|  7.8|  4.3| -5.9| 0.87
255.0547300|+46.1469000|J170013.0+460848|2| 0.455|255.05473|+46.14690| 0.3959| 11.9|  7.8|  2.8| 1.13
255.0658700|+36.2974600|J170015.8+361750|2| 0.451|255.06587|+36.29746| 0.3639|  1.3|  0.8| -7.3| 1.04
255.1239400|+22.2918200|J170029.7+221730|2| 0.374|255.12394|+22.29182| 0.2069| 13.7|  8.1|  3.5| 1.09
255.1849200|+28.4212400|J170044.3+282516|2| 0.827|255.18492|+28.42124| 0.5738| 15.6| 16.9| 15.2| 1.22
255.3360700|+29.1619300|J170120.6+290943|2| 0.422|255.33607|+29.16193| 0.6866|  4.6|  2.9| -6.7| 1.05
255.3376600|+27.7970800|J170120.9+274750|2| 0.556|255.33766|+27.79708| 0.5825| 18.3| 13.8| 11.7| 1.18
255.3598200|+21.3542800|J170126.3+212115|2| 0.533|255.35982|+21.35428| 0.1403| 32.1| 23.5| 22.3| 0.58
255.3937100|+35.0188300|J170134.5+350107|2| 0.656|255.39371|+35.01883| 0.4481|  7.3|  6.3| -3.7| 1.08
255.5226600|+35.9371000|J170205.4+355614|2| 0.554|255.52266|+35.93710| 0.3782| 14.3| 10.8|  7.9| 0.90
255.5487200|+27.4540700|J170211.6+272714|2| 0.390|255.54872|+27.45407| 0.6633|  4.9|  3.0| -6.7| 0.96
255.6447900|+20.1336800|J170234.7+200801|3| 1.046|255.64479|+20.13368| 0.3923|  3.4|  4.9| -5.4| 1.89
255.7556900|+40.4942900|J170301.3+402939|2| 0.222|255.75569|+40.49429| 0.6277| 11.8|  5.7| -4.6| 0.78
255.7723500|+32.7201500|J170305.3+324312|2| 0.513|255.77235|+32.72015| 0.6936| 43.3| 30.8| 29.9| 0.39
255.7803500|+24.6298900|J170307.2+243748|2| 0.796|255.78035|+24.62989| 0.5177|  0.7|  0.8| -7.3| 1.03
255.9276700|+28.1397200|J170342.6+280822|2| 0.390|255.92767|+28.13972| 0.6372|  2.4|  1.4| -7.2| 1.34
256.0882400|+19.2960700|J170421.1+191746|2| 0.840|256.08824|+19.29607| 0.4543|  5.3|  5.9| -4.3| 0.88
256.0887300|+47.1364700|J170421.2+470811|2| 0.458|256.08873|+47.13647| 0.3846| 91.8| 60.7| 60.3| 2.96
256.3048300|+25.1772700|J170513.1+251038|2| 0.366|256.30483|+25.17727| 0.4895|  2.7|  1.6| -7.1| 1.43
256.4053700|+39.0157200|J170537.3+390056|3| 0.582|256.40537|+39.01572| 0.4942| 13.5| 10.5|  7.6| 1.00
256.5425700|+28.9163400|J170610.2+285459|2| 0.294|256.54257|+28.91634| 0.4898| 63.2| 33.6| 32.8| 1.20
256.5891800|+34.0594200|J170621.4+340333|2| 0.495|256.58918|+34.05942| 0.6268| 20.7| 14.4| 12.4| 1.34
256.6264100|+31.7348500|J170630.2+314405|2| 0.506|256.62641|+31.73485| 0.5111|  2.2|  1.6| -7.1| 0.77
256.6451200|+31.1513100|J170634.8+310904|2| 0.627|256.64512|+31.15131| 0.6492|  5.2|  4.3| -5.9| 0.98
256.7242100|+23.1509800|J170653.8+230903|3| 0.810|256.72421|+23.15098| 0.3295|  7.1|  7.5|  1.8| 0.84
256.8520300|+23.8235600|J170724.4+234924|2| 0.698|256.85203|+23.82356| 0.3326| 27.9| 25.4| 24.2| 0.80
256.9635600|+31.7552300|J170751.2+314518|2| 0.474|256.96356|+31.75523| 0.5214| 20.0| 13.5| 11.4| 0.86
256.9886500|+23.8594700|J170757.2+235134|2| 0.368|256.98865|+23.85947| 0.2237|  6.1|  3.6| -6.3| 1.11
257.3842900|+46.7146700|J170932.2+464252|2| 0.392|257.38429|+46.71467| 0.1196| 17.9| 10.8|  8.0| 1.07
257.3953900|+24.6994700|J170934.8+244158|3| 0.720|257.39539|+24.69947| 0.1711|  9.2|  8.6|  4.5| 1.16
